"t","Ta","To","To2","T"
16:22:33,24.57,40.11,79.29,39.588377
16:22:34,24.79,40.41,71.39,39.588403
16:22:35,24.89,40.55,64.37,39.588423
16:22:36,24.87,40.65,58.93,39.588439
16:22:37,24.89,40.71,54.57,39.588451
16:22:38,24.97,40.87,51.71,39.588466
16:22:39,24.93,40.99,49.41,39.588485
16:22:40,25.01,40.97,47.65,39.588506
16:22:41,24.97,41.01,46.95,39.588515
16:22:42,24.99,41.03,46.45,39.588531
16:22:43,25.01,41.07,45.93,39.588541
16:22:44,25.01,40.99,45.89,39.588559
16:22:45,25.01,41.07,45.39,39.588572
16:22:46,25.01,40.99,44.73,39.588582
16:22:47,25.01,41.05,44.01,39.588592
16:22:48,24.99,41.07,43.63,39.588592
16:22:49,24.97,41.01,43.53,39.5886
16:22:50,25.01,41.07,43.27,39.588607
16:22:51,25.01,41.05,43.25,39.588617
16:22:52,25.03,41.15,42.81,39.588625
16:22:53,25.01,41.09,42.95,39.588621
16:22:54,25.03,41.07,43.69,39.58862
16:22:55,25.01,41.05,44.43,39.588618
16:22:56,25.01,40.99,43.91,39.588622
16:22:57,24.99,41.05,43.35,39.588621
16:22:58,25.01,41.11,43.77,39.58862
16:22:59,25.03,41.01,44.29,39.588613
16:23:00,25.01,41.03,44.53,39.588594
16:23:01,25.05,41.03,44.47,39.588587
16:23:02,25.01,41.09,43.73,39.588584
16:23:03,25.09,41.15,43.91,39.588565
16:23:04,25.03,41.07,43.77,39.58855
16:23:05,25.03,41.13,43.71,39.588536
16:23:06,25.03,41.07,43.31,39.588523
16:23:07,25.05,41.07,43.13,39.588517
16:23:08,25.07,40.99,42.69,39.588506
16:23:09,25.03,40.99,42.55,39.588495
16:23:10,25.07,41.09,42.33,39.588476
16:23:11,25.03,41.05,42.45,39.588451
16:23:12,25.03,41.11,42.95,39.58843
16:23:13,25.03,40.99,43.69,39.588413
16:23:14,25.09,41.09,44.11,39.588401
16:23:15,25.05,40.99,44.33,39.588393
16:23:16,25.07,41.03,43.89,39.588392
16:23:17,25.03,41.01,43.29,39.588373
16:23:18,25.05,41.03,42.67,39.588361
16:23:19,25.09,41.13,42.55,39.588352
16:23:20,25.03,41.09,41.97,39.58833
16:23:21,25.03,41.11,42.21,39.588316
16:23:22,25.03,41.13,42.53,39.588296
16:23:23,25.07,41.11,42.95,39.588288
16:23:24,25.07,41.15,42.91,39.588274
16:23:25,25.05,41.05,43.57,39.588261
16:23:26,25.07,41.13,42.89,39.58826
16:23:27,25.03,41.11,42.53,39.588253
16:23:28,25.05,41.09,42.13,39.588249
16:23:29,25.07,41.13,41.99,39.588241
16:23:30,25.05,41.07,41.73,39.588238
16:23:31,25.05,41.09,41.49,39.588226
16:23:32,25.03,41.09,42.17,39.588224
16:23:33,25.03,41.11,42.35,39.588227
16:23:34,25.05,41.15,42.53,39.588232
16:23:35,25.09,41.13,42.61,39.588234
16:23:37,25.05,41.11,42.21,39.58823
16:23:38,25.07,41.13,42.27,39.58822
16:23:39,25.09,41.09,43.03,39.588218
16:23:40,25.07,41.09,43.09,39.588233
16:23:41,25.05,41.03,42.91,39.588251
16:23:42,25.07,40.99,42.57,39.588246
16:23:43,25.05,41.01,42.25,39.588246
16:23:44,25.07,41.07,41.77,39.58825
16:23:45,25.07,40.97,41.53,39.588257
16:23:46,25.09,41.01,41.75,39.58826
16:23:47,25.05,41.09,41.69,39.588273
16:23:48,25.07,41.07,41.75,39.588276
16:23:49,25.07,41.03,41.39,39.588284
