"t","Ta","To","To2","T"
16:06:10,24.15,41.11,44.91,39.587385
16:06:11,24.17,41.15,44.23,39.587398
16:06:12,24.15,41.05,43.59,39.587392
16:06:13,24.17,41.07,42.83,39.587393
16:06:14,24.19,41.11,42.65,39.587397
16:06:15,24.15,41.11,42.35,39.587411
16:06:16,24.19,41.11,41.89,39.587414
16:06:17,24.15,41.07,42.21,39.587409
16:06:18,24.13,41.07,42.67,39.587414
16:06:19,24.15,41.03,42.37,39.587427
16:06:20,24.15,41.09,42.15,39.587436
16:06:21,24.21,41.17,41.45,39.587433
16:06:22,24.21,41.17,42.21,39.587444
16:06:24,24.19,41.11,41.59,39.58746
16:06:26,24.15,41.09,42.39,39.58747
16:06:27,24.19,41.09,43.23,39.587486
16:06:28,24.17,41.11,44.67,39.587499
16:06:29,24.19,41.13,44.67,39.587513
16:06:30,24.17,41.11,45.33,39.58752
16:06:31,24.19,41.11,44.57,39.587536
16:06:32,24.21,41.13,43.83,39.587558
16:06:33,24.19,41.05,43.43,39.587576
16:06:34,24.27,41.09,42.45,39.5876
16:06:35,24.17,41.11,41.75,39.587627
16:06:36,24.23,41.13,41.55,39.587655
16:06:37,24.21,41.09,41.61,39.587686
16:06:38,24.19,41.09,41.79,39.587713
16:06:39,24.17,41.03,41.91,39.587744
16:06:40,24.23,41.11,42.61,39.587777
16:06:41,24.23,41.11,42.39,39.5878
16:06:42,24.21,41.11,42.11,39.587846
16:06:43,24.25,41.17,42.01,39.587876
16:06:44,24.19,41.17,41.81,39.587915
16:06:45,24.25,41.11,42.19,39.587941
16:06:46,24.23,41.13,42.63,39.587972
16:06:47,24.23,41.09,42.65,39.588014
16:06:48,24.21,41.09,43.61,39.588046
16:06:49,24.27,41.17,44.25,39.588084
16:06:50,24.25,41.15,44.23,39.58812
16:06:51,24.27,41.09,43.75,39.588165
16:06:52,24.25,41.05,42.71,39.588193
16:06:53,24.25,41.09,42.31,39.588237
16:06:54,24.23,41.11,41.51,39.588279
16:06:55,24.23,41.21,41.49,39.588315
16:06:56,24.29,41.13,41.59,39.588362
16:06:58,24.27,41.11,40.91,39.588407
16:06:59,24.25,41.11,41.31,39.588459
16:07:00,24.29,41.15,41.49,39.588502
16:07:01,24.25,41.09,42.07,39.588539
16:07:02,24.31,41.05,42.29,39.588584
16:07:03,24.27,41.17,41.91,39.588611
16:07:04,24.27,41.15,42.61,39.588653
16:07:05,24.25,41.07,43.43,39.588681
16:07:06,24.27,41.17,42.95,39.588713
16:07:07,24.31,41.09,42.61,39.588741
16:07:08,24.29,41.07,42.51,39.58876
16:07:09,24.27,41.07,41.91,39.588791
16:07:10,24.27,41.05,41.57,39.588815
16:07:11,24.27,40.99,41.59,39.588836
16:07:12,24.27,41.07,41.41,39.588855
16:07:13,24.27,41.07,41.99,39.588865
