"t","Ta","To","To2","T"
13:55:41,24.33,7.13,20.29,4.657075
13:55:42,24.31,6.83,20.11,4.657134
13:55:43,24.31,7.19,19.09,4.657202
13:55:45,24.29,7.03,20.09,4.657323
13:55:46,24.27,7.03,20.09,4.657376
13:55:47,24.31,7.19,19.29,4.657412
13:55:48,24.31,7.19,20.03,4.657457
13:55:49,24.29,6.95,19.75,4.657494
13:55:50,24.27,7.25,20.57,4.657522
13:55:51,24.29,7.09,18.33,4.65755
13:55:52,24.29,7.05,18.05,4.657581
13:55:53,24.31,6.87,17.49,4.657608
13:55:55,24.27,7.09,17.21,4.657653
13:55:56,24.29,6.93,19.03,4.657674
13:55:58,24.29,6.85,18.79,4.657675
13:55:59,24.33,7.11,20.07,4.65767
13:56:01,24.31,7.23,18.29,4.657655
13:56:02,24.31,6.95,19.53,4.657649
13:56:03,24.29,6.95,19.27,4.657649
13:56:04,24.31,7.07,17.29,4.657641
13:56:05,24.27,6.97,18.59,4.657645
13:56:06,24.29,7.05,18.05,4.657643
13:56:07,24.29,6.99,19.81,4.65764
13:56:08,24.27,7.05,17.89,4.657628
13:56:09,24.27,6.91,18.37,4.657624
13:56:10,24.27,6.83,16.73,4.65761
13:56:11,24.27,7.03,19.09,4.657583
13:56:12,24.29,6.97,18.29,4.65755
13:56:13,24.29,6.87,18.01,4.657526
13:56:14,24.29,7.03,17.77,4.657498
13:56:15,24.25,7.23,17.83,4.657474
13:56:16,24.23,6.93,17.29,4.657454
13:56:17,24.27,6.93,18.41,4.657434
13:56:18,24.27,7.13,18.35,4.657407
13:56:19,24.27,6.91,18.29,4.657387
13:56:20,24.23,6.91,19.07,4.657382
13:56:21,24.27,6.93,18.55,4.657368
13:56:22,24.27,7.03,17.87,4.657344
13:56:23,24.25,6.99,18.45,4.657327
13:56:24,24.25,6.81,18.03,4.657307
13:56:25,24.27,7.05,18.33,4.657299
13:56:26,24.27,7.25,17.31,4.657281
13:56:27,24.25,7.03,18.51,4.657269
13:56:28,24.25,7.29,16.75,4.657263
13:56:29,24.27,7.05,17.47,4.657264
13:56:30,24.25,6.89,17.45,4.657252
13:56:31,24.21,6.75,19.39,4.65724
13:56:32,24.25,7.25,18.55,4.657219
13:56:33,24.25,7.15,17.49,4.657192
13:56:34,24.23,6.97,18.09,4.657169
13:56:35,24.27,7.15,18.41,4.657145
13:56:36,24.23,6.71,18.35,4.657122
13:56:37,24.29,6.93,18.43,4.657098
13:56:38,24.29,7.15,16.71,4.657075
13:56:39,24.23,6.97,17.31,4.657048
13:56:40,24.23,7.01,16.85,4.657029
13:56:41,24.23,6.95,17.57,4.657013
13:56:42,24.23,7.03,17.21,4.657
13:56:43,24.23,6.83,19.59,4.656972
13:56:44,24.23,6.85,18.59,4.656943
