"t","Ta","To","To2","T"
16:16:53,24.03,26.01,21.89,24.612837
16:16:54,24.01,25.97,22.27,24.612859
16:16:55,24.01,25.93,22.33,24.61287
16:16:56,24.05,25.99,22.07,24.612885
16:16:57,24.05,25.91,22.23,24.612892
16:16:58,24.07,25.93,22.05,24.612892
16:16:59,24.03,25.97,21.83,24.612897
16:17:00,24.07,25.95,22.35,24.6129
16:17:01,23.95,25.87,22.17,24.612896
16:17:02,24.05,25.91,21.91,24.612906
16:17:03,24.05,26.01,21.83,24.612912
16:17:04,24.03,25.91,22.03,24.612909
16:17:05,24.05,25.97,22.11,24.612914
16:17:06,24.03,25.93,21.99,24.612912
16:17:07,24.05,25.97,22.31,24.612913
16:17:08,24.05,25.93,22.57,24.61292
16:17:09,24.03,25.97,21.83,24.612918
16:17:10,24.05,25.97,22.27,24.61293
16:17:11,24.07,25.95,22.37,24.612938
16:17:12,24.03,25.93,22.15,24.612934
16:17:13,24.05,25.95,22.33,24.612933
16:17:14,24.03,25.93,22.69,24.612949
16:17:16,24.03,25.97,22.27,24.612955
16:17:18,24.03,25.91,22.03,24.61295
16:17:19,24.01,25.93,22.35,24.612948
16:17:21,24.07,26.01,22.39,24.61295
16:17:22,24.01,25.99,22.51,24.612947
16:17:23,24.03,25.93,22.77,24.612956
16:17:24,24.01,25.97,22.35,24.612948
16:17:25,23.97,25.93,22.31,24.612945
16:17:26,24.01,26.01,22.45,24.61293
16:17:27,24.03,25.85,22.45,24.612921
16:17:28,23.99,25.93,22.55,24.612919
16:17:29,24.05,25.99,22.39,24.612916
16:17:30,24.01,25.93,22.31,24.612904
16:17:31,24.07,25.97,22.29,24.612904
16:17:32,24.03,25.97,22.63,24.612904
16:17:33,23.99,25.93,23.01,24.612897
16:17:34,23.99,25.93,22.37,24.612898
16:17:35,24.01,25.93,22.45,24.612895
16:17:36,24.01,25.95,22.97,24.612899
16:17:37,24.01,25.93,23.03,24.612892
16:17:38,24.05,25.87,22.99,24.612892
16:17:39,24.03,26.01,22.87,24.612883
16:17:40,23.99,25.93,22.41,24.612871
16:17:41,23.99,25.93,22.79,24.612869
16:17:42,24.01,25.89,22.65,24.612872
16:17:43,24.05,25.97,22.85,24.612867
16:17:44,24.01,25.89,22.79,24.612857
16:17:45,24.03,25.91,22.89,24.612857
16:17:46,24.01,25.99,22.53,24.612847
16:17:47,23.99,25.85,22.91,24.612843
16:17:48,24.03,25.87,23.29,24.612847
16:17:49,23.87,25.95,22.49,24.612835
16:17:50,24.01,25.97,22.79,24.612837
16:17:51,23.97,25.89,22.87,24.612837
16:17:52,23.91,25.87,22.61,24.61284
16:17:53,24.01,25.91,23.17,24.612835
16:17:54,23.97,25.93,23.15,24.612834
16:17:55,24.03,25.99,22.79,24.612832
16:17:56,23.99,25.89,23.11,24.612834
16:17:57,24.01,25.97,22.71,24.612837
16:17:58,24.03,25.91,22.87,24.61284
16:17:59,24.01,25.93,23.29,24.612833
