"t","Ta","To","To2","T"
15:21:52,23.57,26.25,25.79,24.613287
15:21:53,23.61,26.29,24.73,24.613287
15:21:54,23.55,26.11,25.87,24.613273
15:21:55,23.61,26.29,25.03,24.613256
15:21:56,23.61,26.21,24.97,24.61324
15:21:57,23.61,26.29,25.09,24.613232
15:21:58,23.61,26.23,25.83,24.613228
15:21:59,23.63,26.29,25.51,24.613224
15:22:00,23.57,26.19,25.51,24.613227
15:22:01,23.59,26.21,25.85,24.61322
15:22:02,23.61,26.25,25.79,24.613212
15:22:03,23.61,26.27,25.87,24.613205
15:22:04,23.65,26.23,25.05,24.613198
15:22:05,23.57,26.31,24.99,24.613197
15:22:06,23.61,26.21,25.81,24.613192
15:22:07,23.61,26.31,25.37,24.613182
15:22:08,23.57,26.25,25.53,24.613174
15:22:09,23.57,26.21,25.87,24.613166
15:22:10,23.55,26.27,25.91,24.613162
15:22:11,23.63,26.29,25.85,24.61316
15:22:12,23.57,26.27,25.37,24.613149
15:22:13,23.63,26.23,25.67,24.613131
15:22:14,23.57,26.27,25.55,24.613127
15:22:15,23.57,26.21,25.89,24.613127
15:22:16,23.61,26.29,25.55,24.613116
15:22:17,23.61,26.29,25.15,24.613113
15:22:18,23.57,26.27,24.93,24.61311
15:22:19,23.57,26.19,25.35,24.613104
15:22:20,23.61,26.29,25.23,24.613101
15:22:21,23.61,26.31,25.01,24.613088
15:22:22,23.59,26.19,25.19,24.613082
15:22:23,23.61,26.23,25.87,24.613084
15:22:24,23.61,26.27,25.55,24.613087
15:22:25,23.63,26.31,25.85,24.613102
15:22:26,23.63,26.23,25.17,24.613109
15:22:27,23.61,26.21,25.85,24.613103
15:22:28,23.61,26.21,25.79,24.613096
15:22:29,23.61,26.31,25.27,24.613093
15:22:30,23.61,26.27,25.19,24.613087
15:22:31,23.57,26.25,25.77,24.613085
15:22:32,23.61,26.23,25.49,24.613083
15:22:33,23.57,26.27,25.15,24.613075
15:22:34,23.57,26.17,25.95,24.613068
15:22:35,23.63,26.27,25.49,24.613068
15:22:36,23.61,26.31,25.87,24.613077
15:22:37,23.61,26.19,25.93,24.613076
15:22:38,23.57,26.23,25.65,24.613078
15:22:39,23.57,26.25,25.11,24.613074
15:22:40,23.59,26.31,25.09,24.613073
15:22:41,23.61,26.31,25.61,24.61307
15:22:42,23.61,26.31,25.43,24.61307
15:22:43,23.59,26.29,25.71,24.613074
15:22:44,23.61,26.39,25.09,24.613068
15:22:45,23.61,26.27,26.05,24.613067
15:22:46,23.57,26.19,25.85,24.613063
15:22:47,23.61,26.27,24.71,24.613059
15:22:48,23.57,26.31,25.33,24.61306
15:22:49,23.61,26.29,25.79,24.61307
15:22:50,23.57,26.31,25.71,24.613068
15:22:51,23.61,26.31,25.77,24.613067
15:22:52,23.61,26.33,25.35,24.613054
15:22:53,23.55,26.27,25.75,24.613039
15:22:54,23.57,26.31,25.07,24.61304
15:22:55,23.61,26.27,25.81,24.613028
15:22:56,23.59,26.27,25.91,24.613019
15:22:57,23.61,26.25,25.83,24.613019
15:22:58,23.61,26.29,25.87,24.613013
