"t","Ta","To","To2","T"
14:58:55,24.65,25.95,13.85,24.613636
14:58:56,24.65,25.89,14.17,24.61364
14:58:57,24.63,25.85,15.39,24.613658
14:58:58,24.57,26.17,14.57,24.613666
14:58:59,24.59,26.01,15.11,24.613679
14:59:00,24.61,25.99,15.35,24.61369
14:59:01,24.61,25.87,15.39,24.613711
14:59:02,24.59,25.95,15.61,24.613717
14:59:03,24.57,26.11,16.19,24.613734
14:59:04,24.65,26.13,15.89,24.613741
14:59:05,24.63,26.03,15.51,24.61375
14:59:06,24.63,26.19,15.57,24.61376
14:59:07,24.59,25.95,15.29,24.613776
14:59:08,24.61,25.97,17.07,24.613787
14:59:09,24.59,26.03,14.87,24.613794
14:59:10,24.61,26.07,15.81,24.613799
14:59:11,24.59,25.93,15.51,24.613808
14:59:12,24.61,25.83,17.07,24.613815
14:59:13,24.61,26.11,14.69,24.613824
14:59:14,24.65,26.09,16.63,24.613825
14:59:15,24.65,26.03,17.03,24.613831
14:59:16,24.63,26.07,17.25,24.613827
14:59:17,24.59,25.91,17.23,24.613829
14:59:18,24.61,26.09,17.43,24.613838
14:59:19,24.59,26.13,16.77,24.613834
14:59:20,24.63,26.01,18.21,24.613832
14:59:21,24.61,26.01,17.29,24.613824
14:59:22,24.61,26.03,17.93,24.613817
14:59:23,24.57,26.01,17.85,24.613809
14:59:24,24.63,26.19,16.33,24.613808
14:59:25,24.61,25.95,18.39,24.613785
14:59:26,24.63,26.03,19.15,24.61379
14:59:27,24.59,25.83,19.21,24.613777
14:59:28,24.59,26.15,15.61,24.613766
14:59:29,24.59,26.05,19.25,24.61374
14:59:30,24.63,25.93,18.87,24.613725
14:59:31,24.57,26.01,19.39,24.613698
14:59:32,24.59,25.91,20.45,24.61368
14:59:33,24.61,25.99,19.45,24.613648
14:59:34,24.61,25.99,18.73,24.613635
14:59:35,24.61,26.09,19.27,24.613614
14:59:36,24.59,25.99,20.01,24.613582
14:59:37,24.63,26.21,19.85,24.613553
14:59:38,24.59,25.99,20.31,24.61352
14:59:39,24.63,26.11,18.43,24.613489
14:59:40,24.63,26.15,19.35,24.613464
14:59:41,24.61,26.17,19.15,24.613428
14:59:42,24.63,26.11,19.77,24.613386
14:59:43,24.65,26.17,20.73,24.613349
14:59:44,24.61,25.99,19.01,24.613311
14:59:45,24.59,25.97,20.45,24.61328
14:59:46,24.65,26.41,19.69,24.613252
14:59:47,24.57,26.01,19.83,24.613215
14:59:48,24.63,26.03,19.35,24.613174
14:59:49,24.65,26.15,20.17,24.613137
14:59:50,24.61,26.23,20.49,24.613093
14:59:51,24.63,26.19,20.63,24.613046
14:59:52,24.57,25.93,20.79,24.613011
14:59:53,24.57,26.07,19.77,24.61296
14:59:54,24.59,26.01,21.47,24.612914
14:59:55,24.59,26.17,20.17,24.612879
14:59:56,24.63,25.97,20.91,24.612818
14:59:58,24.59,26.13,21.05,24.612708
14:59:59,24.59,26.27,19.37,24.612659
15:00:00,24.57,26.13,20.41,24.612614
