"t","Ta","To","To2","T"
14:49:00,24.41,25.61,8.59,24.613462
14:49:01,24.43,25.67,11.57,24.613451
14:49:02,24.41,25.73,9.13,24.613445
14:49:03,24.43,25.71,10.99,24.613448
14:49:04,24.45,25.83,9.37,24.613453
14:49:05,24.39,25.77,7.69,24.613457
14:49:06,24.45,25.77,10.17,24.613452
14:49:07,24.41,25.79,9.83,24.613454
14:49:08,24.41,25.63,13.17,24.61345
14:49:09,24.41,25.83,11.33,24.613449
14:49:10,24.43,25.75,14.11,24.61345
14:49:11,24.41,25.77,10.79,24.61344
14:49:12,24.43,25.79,13.91,24.613432
14:49:13,24.33,25.77,12.87,24.613438
14:49:14,24.45,25.69,12.65,24.613441
14:49:15,24.41,25.81,11.29,24.61343
14:49:16,24.43,25.93,12.67,24.613429
14:49:17,24.39,25.83,14.39,24.613422
14:49:18,24.43,25.95,12.23,24.613413
14:49:19,24.41,25.71,14.89,24.613408
14:49:20,24.41,25.87,14.37,24.613408
14:49:21,24.39,25.77,16.03,24.613402
14:49:22,24.39,25.89,14.27,24.613401
14:49:23,24.43,25.77,15.63,24.613398
14:49:24,24.41,25.87,14.99,24.6134
14:49:25,24.37,25.85,15.81,24.613403
14:49:26,24.41,25.87,14.67,24.613406
14:49:27,24.39,25.73,15.27,24.613393
14:49:28,24.39,25.89,12.91,24.613392
14:49:29,24.41,25.71,16.57,24.613384
14:49:30,24.43,25.85,16.03,24.613377
14:49:31,24.39,25.91,15.85,24.613375
14:49:32,24.41,25.89,17.99,24.613367
14:49:33,24.41,25.91,17.01,24.613355
14:49:34,24.37,25.91,16.85,24.613345
14:49:35,24.41,25.91,16.89,24.613339
14:49:36,24.43,25.87,18.13,24.613331
14:49:37,24.41,25.85,17.07,24.61332
14:49:38,24.41,25.83,17.13,24.613302
14:49:39,24.39,25.87,16.53,24.613293
14:49:41,24.39,26.01,16.19,24.613267
14:49:43,24.41,25.79,18.61,24.613235
14:49:45,24.39,25.95,16.69,24.613213
14:49:46,24.39,25.83,18.97,24.613205
14:49:47,24.39,26.03,19.19,24.613181
14:49:49,24.35,25.87,18.11,24.613164
14:49:50,24.39,25.89,19.79,24.613144
14:49:51,24.37,25.71,19.57,24.613136
14:49:52,24.39,25.79,20.83,24.613114
14:49:53,24.37,25.81,19.27,24.613099
14:49:54,24.41,25.91,22.55,24.613081
14:49:55,24.39,25.99,17.91,24.613065
14:49:56,24.41,25.77,22.19,24.613052
14:49:57,24.41,25.87,20.15,24.613047
14:49:58,24.37,25.99,20.75,24.613037
14:49:59,24.39,26.01,19.43,24.61302
14:50:00,24.37,25.99,20.13,24.613004
14:50:01,24.37,25.81,21.17,24.612988
14:50:02,24.39,25.87,21.67,24.612978
14:50:03,24.37,25.85,22.79,24.612965
14:50:04,24.39,25.83,22.65,24.612955
